article_id,article_version,icd10_covered_group,"paragraph",last_updated,"icd10_covered_ast"
59491,7,46,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81334.</strong></span></p></p>",2023-07-21 14:46:37.590000000,""
59491,7,47,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81345.</strong></span></p></p>",2023-07-21 14:46:37.670000000,""
59491,7,48,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81347.</strong></span></p></p>",2023-07-21 14:46:37.723000000,"<p><strong>*Note</strong>: Use ICD-10 codes C69.31, C69.32, C69.41, or C69.42 for uveal melanoma.</p>"
59491,7,49,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81348.</strong></span></p></p>",2023-07-21 14:46:37.780000000,""
59491,7,50,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>81351 and 81352.</strong></span></p></p>",2023-07-21 14:46:37.837000000,"<p><strong>*Note</strong>: Use ICD-10 codes C40.01, C40.02, C40.11, C40.12, C40.21, C40.22, C40.31, C40.32, C40.81, C40.82, C41.0, C41.1, C41.2, C41.3 or C41.4 for Li-Fraumeni Syndrome with osteosarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Li-Fraumeni Syndrome with soft tissue sarcoma and soft tissue sarcoma embryonal rhabdomyosarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C64.1 or C64.2 for Wilms Tumor.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C83.31-C83.39 for Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma - Histologic Transformation (Richter's) to Diffuse Large B-cell Lymphoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C86.4 for Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN).</p>"
59491,7,51,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81353.</strong></span></p></p>",2023-07-21 14:46:38.190000000,"<p><strong>*Note</strong>: Use ICD-10 codes C40.01, C40.02, C40.11, C40.12, C40.21, C40.22, C40.31, C40.32, C40.81, C40.82, C41.0, C41.1, C41.2, C41.3 or C41.4 for Li-Fraumeni Syndrome with osteosarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Li-Fraumeni Syndrome with soft tissue sarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>"
59491,7,52,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81357.</strong></span></p></p>",2023-07-21 14:46:38.403000000,"<p><strong>*Note</strong>: Use ICD-10 code C86.4 for Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN).</p>"
59491,7,53,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81360.</strong></span></p></p>",2023-07-21 14:46:38.457000000,""
59491,7,54,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>0154U.</strong></span></p></p>",2023-07-21 14:46:38.490000000,""
59491,7,55,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81168.</strong></span></p></p>",2023-07-21 14:46:38.523000000,"<p><strong>*Note</strong>: Use ICD-10 code C85.87 for Splenic Marginal Zone Lymphoma.</p>"
59491,7,56,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>81191 and 81192.</strong></span></p></p>",2023-07-21 14:46:38.590000000,"<p><strong>*Note</strong>: Use ICD-10 codes C47.0, C47.11, C47.12, C47.21, C47.22, C47.3, C47.4, C47.5, C47.8, C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code D76.3 for Erdheim-Chester Disease or Rosai-Dorfman Disease.</p>"
59491,7,57,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81193.</strong></span></p></p>",2023-07-21 14:46:38.857000000,"<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for soft tissue sarcoma.</p>"
59491,7,58,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81194.</strong></span></p></p>",2023-07-21 14:46:38.890000000,"<p><strong>*Note</strong>: Use ICD-10 codes C47.0, C47.11, C47.12, C47.21, C47.22, C47.3, C47.4, C47.5, C47.8, C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma.</p>"
59491,7,59,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>81206, 81207, 81208, 0016U, and 0040U.</strong></span></p></p>",2023-07-21 14:46:39.090000000,""
59491,7,60,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81278.</strong></span></p></p>",2023-07-21 14:46:39.170000000,"<p><strong>*Note</strong>: Use ICD-10 codes C83.31-C83.39 for High Grade B-Cell Lymphoma.</p>"
59491,7,61,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>81315 and 81316.</strong></span></p></p>",2023-07-21 14:46:39.267000000,""
59491,7,62,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>0211U, 0297U, and 0298U.</strong></span></p></p>",2023-07-21 14:46:39.277000000,"<p><strong>*Note</strong>: Use ICD-10 codes C40.01, C40.02, C40.11, C40.12, C40.21, C40.22, C40.31, C40.32, C40.81, C40.82, C41.0, C41.1, C41.2, C41.3 or C41.4 for sarcoma of bone.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for soft tissue sarcoma.</p>"
59491,7,63,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>0103U and 0132U.</strong></span></p></p>",2023-07-21 14:46:39.333000000,"<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>"
59491,7,64,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>0134U.</strong></span></p></p>",2023-07-21 14:46:39.350000000,"<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>"
59491,7,65,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>0135U.</strong></span></p></p>",2023-07-21 14:46:39.500000000,"<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>"
59491,7,66,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81401.</strong></span></p></p>",2023-07-21 14:46:39.580000000,"<p><strong>*Note</strong>: Use ICD-10 codes C40.01, C40.02, C40.11, C40.12, C40.21, C40.22, C40.31, C40.32, C40.81, C40.82, C41.0, C41.1, C41.2, C41.3 or C41.4 for Bone Cancer &ndash; Ewing Sarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C47.0, C47.11, C47.12, C47.21, C47.22, C47.3, C47.4, C47.5, C47.8, C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C69.31, C69.32, C69.41, or C69.42 for uveal melanoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C83.31-C83.39 for High Grade B-Cell Lymphoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C93.10 or C93.12 with D72.18 for chronic eosinophilic leukemia.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C94.80, C94.82 or C96.Z for Myeloid/Lymphoid Neoplasms with Eosinophilia and Tyrosine Kinase Fusion Genes.</p>"
59491,7,67,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81402.</strong></span></p></p>",2023-07-21 14:46:39.973000000,"<p><strong>*Note</strong>: Use ICD-10 codes C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma - Dermatofibrosarcoma Protuberans.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C94.80, C94.82 or C96.Z for Myeloid/Lymphoid Neoplasms with Eosinophilia and Tyrosine Kinase Fusion Genes.</p>"
59491,7,68,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81403.</strong></span></p></p>",2023-07-21 14:46:40.040000000,"<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma - Desmoid fibromatosis.</p>
<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C74.11, C74.12, D35.01, D35.02, D44.11, or D44.12 for pheochromocytoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09 or C7B.8 for Neuroendocrine Tumors of the Pancreas (Well-Differentiated Grade 1/2).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>"
59491,7,69,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81404.</strong></span></p></p>",2023-07-21 14:46:40.360000000,"<p>*<strong>Note</strong>: Use ICD-10 codes C47.0, C47.11, C47.12, C47.21, C47.22, C47.3, C47.4, C47.5, or C47.8 for Soft Tissue Sarcoma - Malignant peripheral nerve sheath tumor.</p>
<p>*<strong>Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>
<p>*<strong>Note</strong>: Use ICD-10 codes C74.11, C74.12, D35.01, D35.02, D44.11, or D44.12 for pheochromocytoma. C74.11 and C74.12 can also be used for other types of cancer of the medulla of the adrenal gland.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.010, C7A.011, C7A.012, C7A.020, C7A.021, C7A.022, C7A.023, C7A.024, C7A.025, C7A.026, C7A.090, C7A.091, C7A.092, C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09, or C7B.8 for Neuroendocrine Tumors of the Gastrointestinal Tract (Well-Differentiated Grade 1/2), Lung, or Thymus.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09 or C7B.8 for Neuroendocrine Tumors of the Pancreas (Well-Differentiated Grade 1/2).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>
<p><strong>*Note</strong>: Use ICD-10 code C86.4 for Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN).</p>
<p><strong>*Note</strong>: Use ICD-10 code D76.3 for Erdheim-Chester Disease or Rosai-Dorfman Disease.</p>
<p><strong>*Note</strong>: Use ICD-10 code Q85.89 for Peutz-Jeghers Syndrome.</p>"
59491,7,70,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81405.</strong></span></p></p>",2023-07-21 14:46:40.990000000,"<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma - Embryonal Rhabdomyosarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C64.1 or C64.2 for Wilms Tumor or Hereditary Renal Cell Carcinoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C74.11, C74.12, D35.01, D35.02, D44.11, or D44.12 for pheochromocytoma. C74.11 and C74.12 can also be used for other types of cancer of the medulla of the adrenal gland.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.010, C7A.011, C7A.012, C7A.020, C7A.021, C7A.022, C7A.023, C7A.024, C7A.025, C7A.026, C7A.090, C7A.091, C7A.092, C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09, or C7B.8 for Neuroendocrine Tumors of the Gastrointestinal Tract (Well-Differentiated Grade 1/2), Lung, or Thymus.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09 or C7B.8 for Neuroendocrine Tumors of the Pancreas (Well-Differentiated Grade 1/2).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>
<p><strong>*Note</strong>: Use ICD-10 code C86.4 for Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C91.Z0 or C91.Z2 for T-Cell Large Granular Lymphocytic Leukemia.</p>
<p><strong>*Note</strong>: Use ICD-10 code D76.3 for Erdheim-Chester Disease or Rosai-Dorfman Disease.</p>
<p><strong>*Note</strong>: Use ICD-10 code Q85.89 for Peutz-Jeghers Syndrome.</p>"
59491,7,71,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81406.</strong></span></p></p>",2023-07-21 14:46:42.250000000,"<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C74.11, C74.12, D35.01, D35.02, D44.11, or D44.12 for pheochromocytoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09 or C7B.8 for Neuroendocrine Tumors of the Pancreas (Well-Differentiated Grade 1/2).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>
<p><strong>*Note</strong>: Use ICD-10 code C85.87 for Splenic Marginal Zone Lymphoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code D76.3 for Erdheim-Chester Disease and Rosai-Dorfman Disease.</p>"
59491,7,72,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>81407.</strong></span></p></p>",2023-07-21 14:46:42.580000000,"<p><strong>*Note</strong>: Use ICD-10 codes C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09 or C7B.8 for Neuroendocrine Tumors of the Pancreas (Well-Differentiated Grade 1/2).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>"
59491,7,73,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>81408 and 0136U.</strong></span></p></p>",2023-07-21 14:46:42.683000000,"<p><strong>*Note</strong>: Use ICD-10 codes C47.0, C47.11, C47.12, C47.21, C47.22, C47.3, C47.4, C47.5, or C47.8 for Soft Tissue Sarcoma - Malignant peripheral nerve sheath tumor.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C48.0, C48.1, C48.8, C49.0, C49.11, C49.12, C49.21, C49.22, C49.3, C49.4, C49.5, or C49.8 for Soft Tissue Sarcoma Embryonal Rhabdomyosarcoma.</p>
<p><strong>*Note</strong>: Use ICD-10 code C48.1 for Primary Peritoneal Carcinoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C74.11, C74.12, D35.01, D35.02, D44.11, or D44.12 for pheochromocytoma.</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.098, C7A.8, C7B.01, C7B.02, C7B.03, C7B.04, C7B.09 or C7B.8 for Neuroendocrine Tumors of the Pancreas (Well-Differentiated Grade 1/2).</p>
<p><strong>*Note</strong>: Use ICD-10 codes C7A.8 or C7B.8 for Well-Differentiated Grade 3 Neuroendocrine Tumors.</p>"
59491,7,74,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM code supports medical necessity and provides coverage for CPT codes: <strong>81546, 0018U, 0026U, and 0245U.</strong></span></p></p>",2023-07-21 14:46:42.907000000,"<p><strong>*Note</strong>:<strong> Dual diagnosis requirement:</strong> Use ICD-10 code D44.0, <span style=""line-height: 115%;"">E04.0, E04.1, E04.2, or E04.8, </span>with either R89.6 or R89.7 to reflect abnormal cytological or histological findings on Fine Needle Aspiration (FNA) that substantiate a suspicion of cancer.</p>"
59491,7,75,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM code supports medical necessity and provides coverage for CPT code: <strong>0204U.</strong></span></p></p>",2023-07-21 14:46:42.987000000,"<p><strong>*Note: Dual diagnosis requirement:</strong> Use ICD-10 code C73 with either R89.6 or R89.7 to reflect abnormal cytological or histological findings that establish a diagnosis of cancer.</p>"
59491,7,76,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT codes: <strong>0090U and 0314U.</strong></span></p></p>",2023-07-21 14:46:43,"<p><strong>*Note: Dual diagnosis requirement: </strong>Use ICD-10 code D37.01 or D48.5 with either R89.6 or R89.7 to reflect abnormal cytological or histological findings on biopsy that substantiate a suspicion of cancer.</p>"
59491,7,77,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>0364U.</strong></span></p></p>",2023-07-21 14:46:43.010000000,"<p><strong>*Note: Dual diagnosis requirement:</strong> Use ICD-10 codes C90.01, C91.01, C91.11 or Z85.72 with ICD-10 code Z08 to reflect an encounter for a follow-up examination after completion of treatment for malignancy.</p>"
59491,7,78,"<p><p style=""line-height: 121%;"">It is the provider&rsquo;s responsibility to select codes carried out to the highest level of specificity and selected from the ICD-10-CM code book appropriate to the year in which the service is rendered for the claim(s) submitted.</p>
<p style=""line-height: 121%;""><span style=""line-height: 121%;"">The following ICD-10-CM codes support medical necessity and provide coverage for CPT code: <strong>0326U.</strong></span></p></p>",2023-07-21 14:46:43.060000000,""
