article_id,article_version,icd10_noncovered_group,"paragraph",last_updated
58471,10,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-02-15 13:42:16.503000000
58473,10,1,"",2024-06-18 13:01:15.043000000
58477,19,1,"",2024-12-18 15:39:42.630000000
58503,12,1,"",2023-08-22 15:20:43.020000000
58559,30,1,"",2025-01-14 15:14:36.067000000
58565,43,1,"<p><strong><u><span style=""line-height: 107%;"">All</span></u></strong><span style=""line-height: 107%;""> ICD-10 codes that are <strong><u>not</u></strong> listed in the ICD-10 Codes That Support Medical Necessity section of this policy.</span></p>",2026-01-23 13:30:02.617000000
58573,10,1,"",2025-01-24 17:37:17.510000000
58575,38,1,"<p>All those not listed under the ""ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:10:49.410000000
58577,33,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2026-01-23 14:18:05.850000000
58578,11,1,"<p>All those not listed under the ""ICD-10 Codes that Support Medical Necessity"" section of this article.</p>",2023-11-16 19:25:20.640000000
58582,17,1,"",2025-09-18 19:38:12.087000000
58592,19,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:06:34.903000000
58609,6,1,"",2021-11-19 18:19:05.353000000
58641,4,1,"",2021-02-10 21:01:14.093000000
58649,8,1,"",2025-04-21 16:47:21.613000000
58650,4,1,"",2021-04-13 12:53:26.590000000
58652,27,1,"<p>N/A</p>",2026-01-23 15:37:54.077000000
58656,8,1,"",2024-06-14 17:28:43.430000000
58664,9,1,"",2024-04-04 12:36:19.860000000
58673,7,1,"<p>N/A</p>",2023-11-22 19:02:54.993000000
58674,7,1,"<p>N/A</p>",2023-11-22 19:03:15
58677,5,1,"",2023-11-07 12:39:48.677000000
58679,31,1,"<p>N/A</p>",2026-01-23 14:53:47.130000000
58681,28,1,"<p>N/A</p>",2026-01-23 14:54:31.617000000
58689,6,1,"",2023-09-19 13:22:32.483000000
58695,11,1,"",2025-01-13 16:08:10.913000000
58700,14,1,"<p>N/A</p>",2025-01-17 14:17:20.590000000
58706,12,1,"",2023-11-08 14:53:40.743000000
58710,85,1,"",2026-01-13 14:19:21.943000000
58713,10,1,"<p>N/A</p>",2025-02-06 20:19:12.593000000
58718,14,1,"<p>N/A</p>",2025-01-17 13:20:44.897000000
58720,82,1,"<p>N/A</p>",2026-01-13 15:55:22.460000000
58726,80,1,"<p>N/A</p>",2026-01-13 15:56:37.193000000
58731,16,1,"",2025-03-06 18:09:52.650000000
58734,18,1,"",2025-09-19 18:10:31.370000000
58737,10,1,"",2023-11-15 12:45:39.003000000
58741,17,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-07-24 14:54:39.267000000
58745,20,1,"",2025-03-14 19:03:50.007000000
58747,56,1,"",2025-09-03 19:07:46.103000000
58756,24,1,"<p>N/A</p>",2026-01-22 16:01:12.120000000
58759,11,1,"",2025-01-24 18:46:47.307000000
58761,64,1,"<p>N/A</p>",2026-01-22 16:17:48.523000000
58774,22,1,"",2026-01-22 19:58:09.673000000
58777,11,1,"",2023-11-20 16:38:03.117000000
58788,16,1,"",2025-09-04 19:02:12.993000000
58795,15,1,"",2025-01-24 17:57:05.400000000
58797,15,1,"",2025-01-24 17:58:11.567000000
58801,80,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2026-01-23 13:56:33.237000000
58808,12,1,"<p>N/A</p>",2023-07-14 11:34:24.400000000
58810,11,1,"<p>N/A</p>",2023-07-14 11:34:57.583000000
58812,76,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2026-01-23 13:57:21.420000000
58814,11,1,"",2023-12-20 16:00:55.060000000
58817,6,1,"",2023-11-07 16:43:54.390000000
58821,7,1,"",2022-03-09 15:36:34.360000000
58828,12,1,"",2025-06-12 16:53:09.110000000
58833,17,1,"<p>For the specific HCPCS code indicated above, all ICD-10 codes that are not specified in the previous section.</p>
<p>For all other HCPCS codes, ICD-10 codes are not specified.</p>",2023-11-01 18:00:24.930000000
58836,20,1,"<p>N/A</p>",2023-05-11 16:14:08.613000000
58865,24,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-22 11:36:32.577000000
58872,6,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:02:54.337000000
58873,7,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-26 14:13:35.937000000
58876,8,1,"",2024-12-18 13:35:33.923000000
58883,6,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article.</span></p>",2023-03-08 14:23:30.547000000
58893,18,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-09-17 20:36:24.793000000
58917,90,1,"",2026-01-23 13:58:30.900000000
58918,83,1,"",2026-01-23 13:59:34.357000000
58921,10,1,"",2024-10-21 10:27:51.380000000
58963,10,1,"",2025-07-16 15:41:29.233000000
58973,26,1,"<p>N/A</p>",2025-09-19 19:14:52.920000000
58975,26,1,"<p>N/A</p>",2025-09-19 19:15:40.560000000
58982,19,1,"",2025-04-10 12:56:55.453000000
58988,24,1,"",2025-04-15 11:39:47.337000000
58993,16,1,"",2025-09-04 18:56:44.437000000
58996,30,1,"<p>&nbsp;N/A</p>",2025-04-15 12:37:32.130000000
58997,28,1,"<p>N/A</p>",2025-04-15 12:39:50.273000000
58998,19,1,"",2025-04-14 12:10:38.457000000
59004,20,1,"",2025-04-25 17:04:32.047000000
59006,4,1,"",2023-11-07 12:36:50.980000000
59015,3,1,"",2023-03-24 13:40:24.893000000
59028,8,1,"",2023-12-13 00:31:38.737000000
59030,9,1,"",2024-07-29 13:32:59.500000000
59032,7,1,"<p>N/A</p>",2023-11-22 17:23:11.323000000
59036,20,1,"",2025-12-08 14:51:22.400000000
59040,12,1,"",2024-12-23 16:53:17.577000000
59042,13,1,"",2024-08-08 18:09:08.973000000
59049,16,1,"<p>All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-11-22 12:43:44.360000000
59051,6,1,"",2025-02-06 19:17:00.407000000
59055,14,1,"<p>N/A</p>",2025-12-23 17:47:23.800000000
59060,3,1,"<b>ICD-10-CM code Z30.2, sterilization should be noted in Item 24E of the CMS-1500 claim form or the electronic equivalent:</b>",2022-04-07 16:12:12.597000000
59066,10,1,"",2025-10-31 21:06:19.213000000
59101,27,1,"",2025-09-17 14:19:30.643000000
59105,33,1,"",2025-12-22 14:19:53.497000000
59109,7,1,"",2023-10-03 12:37:44.847000000
59121,3,1,"",2023-03-22 12:01:22.960000000
59123,28,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-03 19:42:36.483000000
59125,38,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-03 19:41:29.280000000
59126,5,1,"",2024-03-05 16:37:45.727000000
59154,12,1,"",2025-03-18 17:11:38.393000000
59158,9,1,"",2024-01-02 22:06:16.573000000
59160,13,1,"",2025-08-14 18:05:50.007000000
59163,6,1,"",2023-11-15 12:05:01.457000000
59170,5,1,"",2023-08-22 19:03:46.347000000
59175,10,1,"",2024-09-25 13:10:32.067000000
59177,11,1,"",2024-09-25 13:11:36.733000000
59179,10,1,"<p>N/A</p>",2023-11-22 17:10:57
59186,22,1,"",2025-08-25 19:39:12.517000000
59192,15,1,"",2024-11-08 16:43:50.060000000
59205,3,1,"",2023-01-13 14:25:21.660000000
59215,8,1,"",2025-02-25 17:09:52.710000000
59217,4,1,"",2022-09-09 11:19:41.813000000
59218,4,1,"",2022-09-09 11:20:33.497000000
59233,18,1,"",2024-05-20 11:58:35.723000000
59244,17,1,"<p>N/A</p>",2024-05-31 17:09:36.833000000
59246,17,1,"<p>N/A</p>",2024-05-31 17:13:45.137000000
59254,3,1,"<p>N/A</p>",2022-09-20 12:24:34.223000000
59257,11,1,"",2024-12-18 15:04:20.420000000
59259,8,1,"",2024-11-20 13:59:47.860000000
59261,7,1,"<p>N/A</p>",2025-09-17 17:20:53.207000000
59268,27,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 14:03:23.493000000
59270,26,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2025-01-24 14:03:59.767000000
59295,6,1,"",2025-04-16 19:11:30.957000000
59299,12,1,"",2025-12-01 15:23:24.280000000
59311,9,1,"",2024-09-18 12:58:18.373000000
59318,12,1,"",2023-11-15 12:43:57.037000000
59323,4,1,"",2024-12-03 17:14:53.767000000
59332,11,1,"",2024-11-07 20:30:25.570000000
59350,19,1,"<p><span style=""line-height: 115%;"">N/A</span></p>",2025-08-13 19:11:01.077000000
59371,4,1,"",2025-08-20 14:28:23.030000000
59374,14,1,"<p><p style=""line-height: normal;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</p></p>",2025-09-18 20:03:02.400000000
59380,3,1,"<p>N/A</p>",2024-06-28 13:40:37.277000000
59382,4,1,"<p>N/A</p>",2024-06-28 11:41:21.453000000
59386,4,1,"<p>N/A</p>",2024-06-28 14:07:23.513000000
59401,4,1,"<p>N/A</p>",2024-06-28 14:08:24.147000000
59416,9,1,"",2025-10-24 17:47:29.213000000
59423,3,1,"",2023-11-07 13:39:13.647000000
59429,3,1,"",2024-06-25 12:23:19.727000000
59434,19,1,"<p>All those not listed under the &#8220;ICD-10 Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-16 17:56:25.783000000
59449,2,1,"",2023-06-01 15:03:46.650000000
59462,4,1,"",2024-08-01 12:59:19.297000000
59466,6,1,"<p>All codes not listed in Group one paragraph Diagnosis Codes</p>",2023-12-11 04:44:05.157000000
59468,5,1,"<p>All codes not listed in Group one paragraph Diagnosis Codes.</p>",2023-12-11 04:50:00.480000000
59470,4,1,"",2024-06-07 12:15:47.607000000
59472,4,1,"",2024-08-01 13:59:00.267000000
59474,4,1,"",2025-05-13 19:14:46.320000000
59476,4,1,"",2024-08-02 14:22:52.313000000
59480,10,1,"",2025-09-18 19:56:26.323000000
59482,4,1,"",2025-06-11 12:11:53.170000000
59484,8,1,"",2025-01-02 16:02:07.363000000
59487,14,1,"",2025-12-22 18:24:59.650000000
59491,7,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</p>",2023-07-21 14:46:44.033000000
59498,6,1,"",2025-08-20 17:42:34.193000000
59505,5,1,"<p>N/A</p>",2024-08-02 11:56:44.560000000
59507,5,1,"<p>N/A</p>",2024-08-02 11:57:21.650000000
59509,4,1,"<p>N/A</p>",2024-06-07 12:35:20.710000000
59511,4,1,"<p>N/A</p>",2024-06-07 12:38:07.457000000
59513,4,1,"<p>N/A</p>",2024-08-01 12:27:55.410000000
59515,4,1,"<p>N/A</p>",2024-08-01 12:29:11.607000000
59521,11,1,"",2025-01-02 13:12:49.380000000
59529,10,1,"",2025-08-01 00:24:31.887000000
59536,7,1,"",2025-01-23 20:22:49.190000000
59549,3,1,"",2024-07-24 13:43:50.450000000
59551,3,1,"",2024-07-24 13:55:15.900000000
59553,11,1,"<p>Non-covered</p>",2026-01-22 20:10:15.860000000
59560,3,1,"",2024-06-05 12:00:51.310000000
59561,3,1,"<p>N/A</p>",2023-09-19 20:27:07.247000000
59595,3,1,"<p>Any ICD-10-CM code not listed as required above.</p>",2024-06-03 11:31:32.570000000
59608,30,1,"",2025-03-03 16:55:25.487000000
59624,17,1,"",2025-09-04 18:53:05.607000000
59632,19,1,"",2025-01-17 17:37:07.203000000
59634,8,1,"",2025-01-13 15:19:23.103000000
59636,31,1,"",2026-01-12 15:44:39.460000000
59641,31,1,"<p>N/A</p>",2026-01-13 15:39:04.130000000
59642,31,1,"<p>N/A</p>",2026-01-13 15:39:43.710000000
59646,17,1,"",2026-01-12 13:15:38.047000000
59649,27,1,"<p>N/A</p>",2026-01-22 16:23:05.170000000
59654,4,1,"<p>N/A</p>",2024-05-21 14:17:38.910000000
59657,9,1,"",2025-07-17 23:00:57.207000000
59661,2,1,"",2024-01-16 18:29:07.243000000
59664,13,1,"",2025-01-24 14:21:09.343000000
59668,25,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2025-01-17 15:11:32.027000000
59672,5,1,"",2024-12-23 14:10:47.430000000
59674,15,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2025-01-17 15:12:16.830000000
59678,4,1,"",2024-02-22 19:17:29.483000000
59680,3,1,"",2024-02-16 18:32:52.820000000
59682,4,1,"",2024-12-27 21:50:19.517000000
59685,4,1,"<p>N/A</p>",2024-02-23 14:22:38.823000000
59687,5,1,"<p>N/A</p>",2024-02-23 14:23:18.213000000
59695,12,1,"",2025-12-23 11:46:35.460000000
59698,3,1,"",2024-02-22 21:28:43.410000000
59700,2,1,"",2024-02-28 13:08:05.180000000
59707,10,1,"",2026-01-16 12:14:13.890000000
59713,5,1,"",2024-05-20 14:00:21.180000000
59714,5,1,"",2025-12-29 15:34:25.533000000
59716,8,1,"",2026-01-05 14:14:54.910000000
59718,10,1,"",2026-01-20 13:10:48.303000000
59721,6,1,"",2026-01-16 14:27:39.540000000
59723,5,1,"<p><span style=""line-height: 115%;"">ICD-10 codes must be coded to the highest level of specificity.</span></p>",2024-11-01 18:01:21.580000000
59725,3,1,"",2024-05-23 12:18:32.350000000
59726,8,1,"",2026-01-23 19:05:55.177000000
59727,4,1,"<p>N/A<br /><br /><br /></p>",2024-05-23 22:26:32.723000000
59728,4,1,"<p>N/A<br /><br /><br /></p>",2024-05-23 22:28:12.963000000
59733,9,1,"",2025-12-22 18:33:07.447000000
59741,4,1,"",2024-05-17 17:00:44.797000000
59743,4,1,"",2024-05-17 11:51:08.703000000
59744,4,1,"<p>N/A</p>",2024-05-17 11:51:48.583000000
59752,4,1,"",2024-04-17 15:53:22.593000000
59764,16,1,"",2026-01-23 14:18:49
59766,29,1,"",2026-01-23 14:11:37.910000000
59769,9,1,"",2025-12-23 12:01:46.887000000
59792,3,1,"",2024-05-17 17:53:38.763000000
59798,2,1,"",2024-05-21 12:23:03.120000000
59805,18,1,"",2025-04-25 15:53:15.497000000
59807,5,1,"<p>Any ICD-10-CM code not listed in Group 1 &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section.</p>",2024-11-06 21:55:02.063000000
59808,2,1,"",2024-05-21 16:54:13.630000000
59809,3,1,"",2026-01-02 14:31:24.500000000
59811,5,1,"",2026-01-20 20:47:50.080000000
59813,6,1,"",2026-01-22 18:57:23.520000000
59819,18,1,"",2025-03-20 20:42:05.767000000
59826,2,1,"",2024-07-23 14:50:41.697000000
59827,7,1,"",2025-11-10 14:25:37.967000000
59834,4,1,"",2024-07-23 13:58:21.253000000
59835,7,1,"",2025-11-14 13:04:53.663000000
59836,4,1,"",2024-07-23 13:59:08.717000000
59837,7,1,"",2025-11-14 13:05:32.153000000
59846,2,1,"",2024-08-19 13:21:44.660000000
59847,8,1,"",2025-09-16 12:46:06.443000000
59848,3,1,"",2024-08-19 13:20:41.900000000
59849,8,1,"",2025-09-18 14:46:44.043000000
59859,3,1,"",2024-09-30 13:10:20.173000000
59860,5,1,"",2025-08-22 15:36:03.890000000
59861,3,1,"",2024-09-30 13:09:47.013000000
59862,7,1,"",2025-09-19 17:11:59.637000000
59863,3,1,"<p>N/A</p>",2024-07-11 16:08:52.590000000
59864,3,1,"<p>N/A</p>",2024-07-11 16:14:14.457000000
59866,3,1,"",2025-02-18 14:09:52.120000000
59867,3,1,"",2024-08-19 15:02:13.113000000
59868,8,1,"",2025-09-19 13:35:19.537000000
59869,3,1,"",2024-08-19 15:03:26.287000000
59871,3,1,"",2024-08-19 15:06:38.890000000
59872,8,1,"",2025-09-19 13:39:05.650000000
59873,3,1,"",2024-08-19 15:07:54.227000000
59874,8,1,"",2025-09-19 13:39:33.380000000
59878,4,1,"",2025-01-24 20:11:21.993000000
59880,3,1,"",2025-02-18 17:08:42.070000000
59882,6,1,"",2025-09-04 18:59:33.317000000
59892,2,1,"",2024-08-16 18:25:16.350000000
59898,2,1,"",2024-09-23 12:27:59.547000000
59905,2,1,"",2024-08-21 16:34:53.253000000
59906,6,1,"<p>N/A</p>",2025-10-22 15:46:02.363000000
59907,2,1,"",2024-08-21 16:38:29.833000000
59908,6,1,"<p>N/A</p>",2025-09-17 18:40:36.057000000
59915,26,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-12-22 14:05:55.947000000
59918,3,1,"",2024-09-30 15:06:18.880000000
59919,5,1,"",2025-11-14 13:10:49.407000000
59933,9,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article</p>",2024-10-04 15:29:36.283000000
59938,2,1,"",2024-10-03 12:09:37.157000000
59939,5,1,"",2025-11-18 17:41:35.547000000
59940,5,1,"<p>All those not listed under the &ldquo;ICD-10-CM Codes that Support Medical Necessity&rdquo; section of this article</p>",2024-10-04 15:30:23.437000000
59956,3,1,"<p>N/A</p>",2025-01-31 15:29:26.400000000
59960,3,1,"<p><span style=""line-height: 115%;"">All other ICD-10-CM codes not listed under <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> will be denied as not medically necessary.</span></p>",2025-01-31 15:27:56.453000000
59970,2,1,"",2025-01-31 15:28:41.627000000
59971,3,1,"",2025-09-05 14:00:09.427000000
59972,4,1,"",2025-02-07 16:23:56.123000000
59973,6,1,"",2025-09-04 14:32:13.863000000
59975,2,1,"",2025-01-31 12:31:31.290000000
59976,4,1,"",2025-09-02 20:38:50.867000000
59977,2,1,"",2025-01-31 12:32:04.607000000
59980,3,1,"",2025-01-31 12:20:36.093000000
59981,3,1,"",2025-09-03 10:53:52.420000000
60145,6,1,"",2025-07-09 12:21:59.777000000
60151,6,1,"<p>N/A</p>",2025-07-11 15:54:49.340000000
60154,6,1,"<p>N/A</p>",2025-07-11 15:55:34.900000000
60160,6,1,"",2025-07-10 11:35:33.813000000
60176,9,1,"",2026-01-08 13:07:46.870000000
60177,5,1,"",2025-05-09 11:26:42.227000000
60178,3,1,"<p>N/A</p>",2025-05-06 21:48:45.037000000
60179,4,1,"<p>N/A</p>",2025-05-06 21:54:09.710000000
60180,4,1,"",2025-05-08 12:36:56.940000000
60181,8,1,"",2026-01-09 16:23:24.467000000
60182,2,1,"",2025-05-05 10:44:57.627000000
60184,3,1,"",2025-05-08 17:54:14.147000000
60185,7,1,"",2026-01-08 13:10:45.890000000
60186,3,1,"",2025-05-05 11:29:20.260000000
60187,3,1,"",2025-05-05 11:07:13.023000000
60194,2,1,"",2025-05-06 15:04:53.330000000
60195,4,1,"<p><span style=""line-height: 115%;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article. </span></p>",2025-05-22 20:22:10.500000000
60196,4,1,"<p><span style=""text-align: left; color: #212529; text-transform: none; text-indent: 0px; letter-spacing: normal; font-family: Verdana, 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; font-style: normal; font-weight: 400; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; widows: 2; background-color: #ffffff; font-variant-ligatures: normal; -webkit-text-stroke-width: 0px; font-variant-caps: normal; text-decoration-style: initial; text-decoration-color: initial;"">All those not listed under the &ldquo;ICD-10 Codes that Support Medical Necessity&rdquo; section of this article.</span></p>",2025-05-22 20:22:41.977000000
60204,7,1,"",2025-08-18 13:50:44.043000000
60210,3,1,"",2025-05-08 20:58:52.757000000
60211,6,1,"",2026-01-09 20:59:26.153000000
60212,2,1,"",2025-05-07 16:57:58.917000000
60213,9,1,"",2026-01-08 18:08:51.400000000
60214,4,1,"",2025-08-21 18:29:10.763000000
60216,4,1,"",2025-08-22 14:21:18.117000000
60221,3,1,"",2025-09-19 13:10:02.370000000
60234,3,1,"<p><span style=""line-height: 115%;"">All those not listed under the <strong><em>ICD-10-CM Codes that Support Medical Necessity</em></strong> section of this article. </span></p>",2025-07-17 14:52:46.097000000
60235,3,1,"",2025-08-18 14:00:09.923000000
60238,3,1,"",2025-08-22 13:39:43.777000000
60240,3,1,"",2025-08-21 18:28:22.650000000
60244,2,1,"",2025-09-18 15:32:47.170000000
60245,3,1,"",2025-11-24 14:22:09.723000000
60246,3,1,"",2025-09-19 13:11:25.180000000
60249,5,1,"",2025-09-18 15:34:00.667000000
60250,6,1,"",2026-01-22 14:29:48.613000000
60255,5,1,"",2025-08-18 13:55:45.757000000
60271,2,1,"",2025-08-22 14:02:20.633000000
60273,2,1,"",2025-07-11 19:17:48.453000000
60275,2,1,"",2025-07-18 11:41:50.570000000
60276,3,1,"<p>N/A</p>",2025-09-03 17:34:46.887000000
60278,6,1,"",2025-09-19 13:32:10.173000000
60285,4,1,"",2025-09-19 13:10:56.383000000
60291,2,1,"",2025-09-17 13:34:11.887000000
60293,3,1,"",2025-08-21 18:27:03.487000000
60295,3,1,"",2025-09-17 13:30:49.270000000
60297,3,1,"",2025-09-19 13:12:09.147000000
60299,3,1,"",2025-09-16 18:35:55.063000000
60301,3,1,"",2025-09-18 14:45:05.743000000
60304,3,1,"",2025-09-18 15:45:11.010000000
60305,2,1,"<p>N/A</p>",2025-08-19 14:40:00.193000000
60307,3,1,"<p>N/A</p>",2025-09-15 16:48:05.710000000
60309,3,1,"<p>N/A</p>",2025-09-15 17:12:39.460000000
60314,5,1,"<p>All those not listed under the &#8220;ICD-10 Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-05 17:38:50.237000000
60317,4,1,"<p>All those not listed under the &#8220;ICD-10 Codes that Support Medical Necessity&#8221; section of this article.</p>",2025-09-05 17:42:49.697000000
60321,2,1,"<p>N/A</p>",2025-09-16 17:46:48.023000000
60323,3,1,"",2026-01-08 13:42:51.173000000
60325,2,1,"",2025-09-18 18:47:23.977000000
60360,4,1,"",2026-01-09 13:29:34.347000000
60374,4,1,"",2026-01-09 14:50:42.223000000
60376,3,1,"",2026-01-08 15:31:20.633000000
60380,5,1,"",2026-01-08 19:39:12.907000000
60390,3,1,"",2026-01-22 17:54:26.240000000
60393,2,1,"",2026-01-22 19:04:57.420000000
60397,5,1,"",2026-01-16 23:44:17.287000000
