article_id,article_version,hcpc_code_group,"paragraph",last_updated
59491,7,2,"",2023-07-21 14:46:30.097000000
59491,7,3,"",2023-07-21 14:46:30.107000000
59491,7,4,"",2023-07-21 14:46:30.120000000
59491,7,5,"",2023-07-21 14:46:30.123000000
59491,7,6,"",2023-07-21 14:46:30.143000000
59491,7,7,"",2023-07-21 14:46:30.150000000
59491,7,8,"",2023-07-21 14:46:30.173000000
59491,7,9,"<p>For ICD-10-CM diagnosis codes, see ICD-10-CM Codes that Support Medical Necessity Group 7 and Group 8 below.</p>",2023-07-21 14:46:30.183000000
59491,7,10,"",2023-07-21 14:46:30.190000000
59491,7,11,"",2023-07-21 14:46:30.197000000
59491,7,12,"",2023-07-21 14:46:30.207000000
59491,7,13,"",2023-07-21 14:46:30.210000000
59491,7,14,"",2023-07-21 14:46:30.220000000
59491,7,15,"",2023-07-21 14:46:30.247000000
59491,7,16,"",2023-07-21 14:46:30.270000000
59491,7,17,"",2023-07-21 14:46:30.283000000
59491,7,18,"",2023-07-21 14:46:30.290000000
59491,7,19,"",2023-07-21 14:46:30.300000000
59491,7,20,"",2023-07-21 14:46:30.307000000
59491,7,21,"",2023-07-21 14:46:30.310000000
59491,7,22,"",2023-07-21 14:46:30.320000000
59491,7,23,"",2023-07-21 14:46:30.327000000
59491,7,24,"",2023-07-21 14:46:30.333000000
59491,7,25,"",2023-07-21 14:46:30.343000000
59491,7,26,"",2023-07-21 14:46:30.350000000
59491,7,27,"",2023-07-21 14:46:30.357000000
59491,7,28,"",2023-07-21 14:46:30.367000000
59491,7,29,"",2023-07-21 14:46:30.370000000
59491,7,30,"",2023-07-21 14:46:30.380000000
59491,7,31,"",2023-07-21 14:46:30.390000000
59491,7,32,"",2023-07-21 14:46:30.400000000
59491,7,33,"",2023-07-21 14:46:30.407000000
59491,7,34,"",2023-07-21 14:46:30.420000000
59491,7,35,"",2023-07-21 14:46:30.423000000
59491,7,36,"",2023-07-21 14:46:30.430000000
59491,7,37,"",2023-07-21 14:46:30.440000000
59491,7,38,"",2023-07-21 14:46:30.443000000
59491,7,39,"",2023-07-21 14:46:30.470000000
59491,7,40,"",2023-07-21 14:46:30.483000000
59491,7,41,"",2023-07-21 14:46:30.490000000
59491,7,42,"",2023-07-21 14:46:30.497000000
59491,7,43,"",2023-07-21 14:46:30.503000000
59491,7,44,"",2023-07-21 14:46:30.510000000
59491,7,45,"",2023-07-21 14:46:30.517000000
59491,7,46,"",2023-07-21 14:46:30.520000000
59491,7,47,"",2023-07-21 14:46:30.533000000
59491,7,48,"",2023-07-21 14:46:30.540000000
59491,7,49,"",2023-07-21 14:46:30.543000000
59491,7,50,"",2023-07-21 14:46:30.550000000
59491,7,51,"",2023-07-21 14:46:30.553000000
59491,7,52,"",2023-07-21 14:46:30.563000000
59491,7,53,"",2023-07-21 14:46:30.567000000
59491,7,54,"",2023-07-21 14:46:30.573000000
59491,7,55,"",2023-07-21 14:46:30.580000000
59491,7,56,"",2023-07-21 14:46:30.587000000
59491,7,57,"",2023-07-21 14:46:30.590000000
59491,7,58,"",2023-07-21 14:46:30.600000000
59491,7,59,"",2023-07-21 14:46:30.603000000
59491,7,60,"",2023-07-21 14:46:30.607000000
59491,7,61,"",2023-07-21 14:46:30.620000000
59491,7,62,"",2023-07-21 14:46:30.627000000
59491,7,63,"",2023-07-21 14:46:30.633000000
59491,7,64,"",2023-07-21 14:46:30.643000000
59491,7,65,"",2023-07-21 14:46:30.650000000
59491,7,66,"",2023-07-21 14:46:30.657000000
59491,7,67,"",2023-07-21 14:46:30.663000000
59491,7,68,"",2023-07-21 14:46:30.670000000
59491,7,69,"",2023-07-21 14:46:30.673000000
59491,7,70,"",2023-07-21 14:46:30.680000000
59491,7,71,"",2023-07-21 14:46:30.683000000
59491,7,72,"",2023-07-21 14:46:30.690000000
59491,7,73,"",2023-07-21 14:46:30.693000000
59491,7,74,"",2023-07-21 14:46:30.700000000
59491,7,75,"",2023-07-21 14:46:30.707000000
59491,7,76,"",2023-07-21 14:46:30.720000000
59491,7,77,"",2023-07-21 14:46:30.723000000
59491,7,78,"",2023-07-21 14:46:30.730000000
59491,7,79,"",2023-07-21 14:46:30.737000000
59491,7,80,"",2023-07-21 14:46:30.743000000
59491,7,81,"<p><strong>Non-Covered CPT Codes</strong></p>",2023-07-21 14:46:30.767000000
59498,6,1,"",2025-08-20 17:42:34.123000000
59505,5,1,"<p>N/A</p>",2026-01-12 13:44:34.293000000
59507,5,1,"<p>N/A</p>",2026-01-22 06:07:30.520000000
59509,4,1,"<p>N/A</p>",2024-06-07 12:35:20.630000000
59511,4,1,"<p>N/A</p>",2024-06-07 12:38:07.410000000
59513,4,1,"<p>N/A</p>",2026-01-12 13:44:33.630000000
59515,4,1,"<p>N/A</p>",2026-01-22 06:07:52.860000000
59521,11,1,"<p>This billing instruction pertains to the PrismRA test.</p>",2026-01-12 13:44:34.243000000
59529,10,1,"<p>This billing instruction pertains to the PrismRA test.</p>",2025-08-01 00:24:30.923000000
59536,7,1,"<p>This billing instruction pertains to the PrismRA test.</p>",2025-01-23 20:22:48.870000000
59549,3,1,"",2024-07-24 13:43:50.407000000
59551,3,1,"",2024-07-24 13:55:15.863000000
59553,11,1,"",2026-01-22 20:10:15.827000000
59560,3,1,"",2024-06-05 12:00:51.097000000
59561,3,1,"<p>Intravenous administration by infusion should be billed with procedure code 96365 for first hour and procedure code 96366 for each additional hour. If the administration is by IV push, use procedure code 96374.</p>",2023-09-19 20:27:06.113000000
59595,3,1,"",2024-06-03 11:31:32.323000000
59608,30,1,"",2025-03-03 16:55:24.233000000
59624,17,1,"",2025-09-04 18:53:04.067000000
59632,19,1,"",2025-01-17 17:37:02.920000000
59634,8,1,"",2025-01-13 15:19:21.907000000
59636,31,1,"<p><span style=""line-height: 115%;"">The codes listed below fall within scope of the associated policy but do not automatically imply coverage.</span></p>",2026-01-12 15:44:39.267000000
59641,31,1,"<p><span style=""line-height: 115%;"">The codes listed below fall within scope of the associated policy but do not automatically imply coverage.</span></p>",2026-01-13 15:39:03.967000000
59642,31,1,"<p><span style=""line-height: 115%;"">The codes listed below fall within scope of the associated policy but do not automatically imply coverage.</span></p>",2026-01-13 15:39:43.567000000
59646,17,1,"<p><span style=""line-height: 115%;"">The codes listed below fall within scope of the associated policy but do not automatically imply coverage.</span></p>",2026-01-12 13:15:37.883000000
59649,27,1,"<p>The codes listed below fall within scope of the associated policy but do not automatically imply coverage.</p>",2026-01-22 16:23:05.003000000
59654,4,1,"<p>N/A</p>",2024-05-21 14:17:38.873000000
59657,9,1,"<p>Part B Providers &ndash; Use the following CPT codes to report percutaneous endovascular ventricular assist devices.</p>
<p>&nbsp;</p>",2025-09-16 14:35:04.133000000
59657,9,2,"<p>Part B Providers - Use the following CPT<sup>&reg;</sup> codes to report artificial heart procedures.&nbsp;</p>",2025-09-16 14:35:04.133000000
59661,2,1,"",2024-01-16 18:29:07.230000000
59664,13,1,"",2025-01-24 14:21:06.783000000
59668,25,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.<strong> </strong></p>
<p>The following CPT/HCPCS codes will not be subject to the ICD-10-CM diagnosis code restrictions in the article: <strong>22800, 22802, 22808, 22810, and 22812.</strong></p>",2025-01-17 15:11:30.733000000
59672,5,1,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> code in Group 1 is considered medically necessary when the indications for coverage are met.</span></p>",2024-12-23 14:10:47.123000000
59672,5,2,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> code in Group 2 is considered not medically reasonable and necessary (non-covered).</span></p>",2024-12-23 14:10:47.150000000
59674,15,1,"<p><strong>Note: </strong>Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p>The following CPT/HCPCS codes will not be subject to the ICD-10-CM diagnosis code restrictions in the article: <strong>22800, 22802, 22808, 22810, and 22812.</strong></p>",2025-01-17 15:12:15.507000000
59678,4,1,"",2024-02-22 19:17:29.443000000
59680,3,1,"",2024-02-16 18:32:52.760000000
59682,4,1,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> code in Group 1 is considered medically necessary when the indications for coverage are met.</span></p>",2024-12-27 21:50:19.230000000
59682,4,2,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> code in Group 2 is considered not medically reasonable and necessary (non-covered).</span></p>",2024-12-27 21:50:19.260000000
59685,4,1,"<p>N/A</p>",2024-02-23 14:22:38.813000000
59687,5,1,"<p>N/A</p>",2024-02-23 14:23:18.203000000
59695,12,1,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> code in Group 1 is considered medically necessary when the indications for coverage are met.</span></p>",2025-12-23 11:46:35.377000000
59695,12,2,"<p><span style=""line-height: 115%;"">The CPT<sup>&reg;</sup> code in Group 2 is considered not medically reasonable and necessary (non-covered).</span></p>",2025-12-23 11:46:35.387000000
59698,3,1,"",2024-02-22 21:28:43.397000000
59700,2,1,"",2024-02-28 13:08:05.143000000
59707,10,1,"",2026-01-16 12:14:12.990000000
59707,10,2,"",2026-01-16 12:14:13.093000000
59713,5,1,"",2024-05-20 14:00:20.543000000
59713,5,2,"",2024-05-20 14:00:20.593000000
59714,5,1,"",2025-12-29 15:34:24.237000000
59714,5,2,"",2025-12-29 15:34:24.300000000
59716,8,1,"",2026-01-05 14:14:54.800000000
59718,10,1,"<p><strong><span style=""line-height: 115%;"">Primary codes: G2067-G2075</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">Do not report more than 1 primary code per 7-day period.</span> <span style=""line-height: 115%;"">If a patient switches from one medication to another, bill for one code describing a weekly bundled payment for that week and use the code for the medication given for most of the week.</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G2069 and G2073 may be reported only once in a 4-week period</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G2070 and G2072 may be reported only once in a 6-month period</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><strong><span style=""line-height: 115%;"">Add on codes: G0137, G1028, G2076-G2080, G2215-2216</span></strong></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G2076 should be reported for intake activities of new patients and include and initial assessment as outline in the LCD. A new patient is one who has not been seen for OTP care within the last 12 months.</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G2078 and G2079 may be reported up to 3 times in a 1-month period. These are used in addition to the weekly bundled payment code. Do not bill for take-home supplies of medication for dates of service that overlap with the weekly bundled payment codes describing a medication bundle (G2067-G2073).</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G2080 may be reported only when medically reasonable and necessary counseling or therapy services largely exceed the amount listed in the patient&rsquo;s individualized treatment plan.</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G2215, G2216, and G1028 may be reported only once every 30 days unless an additional take-home supply of the medication is medically reasonable and necessary. This should be clearly documented.</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">G0137 may be reported if the patient receives at least 9 intensive outpatient (IOP) services in a week</span></p>
<p><span style=""line-height: 115%;"">- Use only if the patient has a need for a minimum of 9 hours of IOP services a week</span></p>
<p><span style=""line-height: 115%;"">- Use only if the patient requires a higher level of care intensity compared to other non-intensive outpatient OTP services</span></p>",2026-01-20 13:10:48.120000000
59721,6,1,"",2026-01-16 14:27:39.493000000
59723,5,1,"<p><span style=""line-height: 115%;"">Code 90863 is to be coded with 90832, 90834, 90837.</span></p>
<p><span style=""line-height: 115%;"">Codes 90833,90836, 90838 are to be coded with 99202-99255, 99304-99306, 99341-99350.</span></p>
<p><span style=""line-height: 115%;"">Code 90840, code first 90839.</span></p>
<p><span style=""line-height: 115%;"">90785, code first 90791-90792, 90832-90834, 90836-90838, 90853.</span></p>
<p><span style=""line-height: 115%;"">90785 excludes 97151, 97152, 97153, 97154, 97155, 97156, 97157, 97158, 0362T, 0373T, 90839,90840, 96136-96139, 96146, 96130-96133.</span></p>",2024-11-01 18:01:17.830000000
59725,3,1,"",2024-05-23 12:18:30.933000000
59725,3,2,"",2024-05-23 12:18:31.360000000
59726,8,1,"<p>N/A</p>",2026-01-23 19:05:54.183000000
59726,8,2,"",2026-01-23 19:05:54.243000000
59727,4,1,"<p>N/A</p>",2024-05-23 22:26:32.043000000
59727,4,2,"<p>N/A</p>",2024-05-23 22:26:32.100000000
59728,4,1,"<p>N/A</p>",2024-05-23 22:28:12.333000000
59728,4,2,"<p>N/A</p>",2024-05-23 22:28:12.377000000
59733,9,1,"",2025-12-22 18:33:07.423000000
59741,4,1,"",2024-05-17 17:00:44.780000000
59743,4,1,"",2024-05-17 11:51:08.693000000
59744,4,1,"<p>N/A</p>",2024-05-17 11:51:48.573000000
59752,4,1,"",2025-09-16 14:35:04.497000000
59764,16,1,"<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the HCPCS codes in their HCPCS book.&#160;</p>
<p>Consistent with the LCD, all of the following HCPCS codes are <strong>non-covered</strong> when reported for musculoskeletal indications, non-wound.</p>",2026-01-23 14:18:48.917000000
59766,29,1,"<p><strong>Note</strong>: Providers are reminded to refer to the long descriptors of the HCPCS codes in their HCPCS book.&#160;</p>
<p>Consistent with the LCD, all of the following HCPCS codes are<strong> non-covered</strong> when reported for musculoskeletal indications, non-wound.</p>",2026-01-23 14:11:37.830000000
59769,9,1,"",2025-12-23 12:01:46.857000000
59792,3,1,"",2024-05-17 17:53:38.750000000
59798,2,1,"",2024-05-21 12:23:03.107000000
59805,18,1,"<p>The CPT<sup>&reg;</sup> codes are considered medically necessary when the indications of coverage in the Cataract Extraction L39716 Local Coverage Determination (LCD) are met for surgical cataract treatment. A reasonable and necessary standard must be met for the utilized anterior segment drainage device.</p>
<p>Note: CPT<sup>&reg;</sup> codes 66989 and 66991 cannot be billed in conjunction with 66982-66989 on the same date of service and the same eye. Claims billed with these mutually exclusive codes will be denied.</p>",2025-04-25 15:53:14.450000000
59805,18,2,"<p>CPT codes 66982 and 66987 must be reported with ICD-10-CM diagnosis codes from both the ICD-10-CM Diagnosis codes sections- Groups 1 and Group 2.</p>",2025-04-25 15:53:14.483000000
59807,5,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.</p>
<p>The CPT codes in Group 1 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.</p>
<p>See L39905 Cataract Surgery LCD and related B&amp;C article for additional coverage indications and diagnoses.</p>",2024-11-06 21:55:01.830000000
59807,5,2,"<p>The CPT codes in Group 2 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods applies.</p>
<p>Do not report 0671T in conjunction with 66989 or 66991.</p>",2024-11-06 21:55:01.840000000
59807,5,3,"<p>The following CPT codes are considered not medically reasonable and necessary (non-covered).</p>",2024-11-06 21:55:01.850000000
59808,2,1,"",2024-05-21 16:54:12.517000000
59808,2,2,"",2024-05-21 16:54:12.830000000
59809,3,1,"",2026-01-02 14:31:21.727000000
59809,3,2,"",2026-01-02 14:31:22.100000000
59811,5,1,"<p>These procedure codes represent total knee arthroplasty and revision of total knee arthroplasty</p>",2026-01-20 20:47:46.363000000
59811,5,2,"<p>These procedure codes represent total hip arthroplasty and revision of total hip arthroplasty</p>",2026-01-20 20:47:46.380000000
59813,6,1,"",2026-01-22 18:57:23.443000000
59819,18,1,"<p>Single Chamber Leadless Pacemakers</p>",2025-09-16 14:35:05.117000000
59819,18,2,"<p>Dual Chamber Leadless Pacemakers</p>",2025-09-16 14:35:05.117000000
59826,2,1,"<p>N/A</p>",2024-07-23 14:50:41.617000000
59827,7,1,"<p>N/A</p>",2025-11-10 14:25:37.883000000
59834,4,1,"<p>N/A</p>",2024-07-23 13:58:21.177000000
59835,7,1,"<p>N/A</p>",2025-11-14 13:04:53.567000000
59836,4,1,"<p>N/A</p>",2024-07-23 13:59:08.653000000
59837,7,1,"<p>N/A</p>",2025-11-14 13:05:32.077000000
59846,2,1,"<p>N/A</p>",2024-08-19 13:21:44.430000000
59847,8,1,"<p>N/A</p>",2025-09-16 12:46:06.220000000
59848,3,1,"<p>N/A</p>",2024-08-19 13:20:41.813000000
59849,8,1,"<p>N/A</p>",2025-09-18 14:46:43.970000000
59859,3,1,"<p>N/A</p>",2024-09-30 13:10:20.127000000
59860,5,1,"<p>N/A</p>",2025-08-22 15:36:03.817000000
59861,3,1,"<p>N/A</p>",2024-09-30 13:09:46.943000000
59862,7,1,"<p>N/A</p>",2025-09-19 17:11:59.567000000
59863,3,1,"<p>N/A</p>",2024-07-11 16:08:52.390000000
59863,3,2,"<p><strong>Not Covered</strong></p>",2024-07-11 16:08:52.437000000
59864,3,1,"<p>N/A</p>",2024-07-11 16:14:13.843000000
59864,3,2,"<p><strong>Not Covered</strong></p>",2024-07-11 16:14:13.987000000
59866,3,1,"<p><span style=""line-height: 115%;"">The following CPT/HCPCS codes are noncovered</span></p>",2025-02-18 14:09:52.080000000
59867,3,1,"<p>N/A</p>",2024-08-19 15:02:13.063000000
59868,8,1,"<p>N/A</p>",2026-01-12 13:44:33.780000000
59869,3,1,"<p>N/A</p>",2024-08-19 15:03:26.227000000
59871,3,1,"<p>N/A</p>",2024-08-19 15:06:38.830000000
59872,8,1,"<p>N/A</p>",2025-09-19 13:39:05.580000000
59873,3,1,"<p>N/A</p>",2024-08-19 15:07:53.990000000
59874,8,1,"<p>N/A</p>",2025-09-19 13:39:33.303000000
59878,4,1,"",2025-01-24 20:11:21.263000000
59880,3,1,"<p><span style=""line-height: 115%;"">The following CPT/HCPCS codes are noncovered</span></p>",2025-02-18 17:08:41.947000000
59882,6,1,"<p><span style=""line-height: 115%;"">The following CPT/HCPCS codes are noncovered</span></p>",2025-09-04 18:59:33.273000000
59892,2,1,"<p><span style=""line-height: 115%;"">This billing instruction pertains to the Galleri Category B IDE test when performed and billed by GRAIL, LLC (North Carolina). Study information can be found here: <a href=""https://www.cms.gov/medicare/coverage/investigational-device-exemption-ide-studies/approved"">Approved IDE Studies | CMS</a> and <a href=""https://www.cms.gov/medicare/coverage/ide/approved-ide-studies/1923430381/g220255-nct05673018"">G220255-NCT05673018 | CMS</a>.</span></p>
<p><span style=""line-height: 115%;""> </span></p>
<p><span style=""line-height: 115%;"">Claims must contain the following information:</span></p>
<ul type=""disc"">
<li style=""line-height: normal;"">Category B IDE number</li>
<li style=""line-height: normal;"">Clinical Trial number</li>
<li style=""line-height: normal;"">CPT 81479</li>
<li style=""line-height: normal;"">The Z-Code descriptor specific to the <strong><u>Investigational Category B IDE</u></strong><u> </u>Galleri Test</li>
<li style=""line-height: normal;"">The appropriate HCPCS Modifier</li>
<li style=""line-height: normal;"">The appropriate ICD Diagnosis code</li>
</ul>
<p style=""line-height: normal;"">A beneficiary may receive up to three <u>Investigational Category B IDE</u> Galleri tests per lifetime.</p>",2024-08-16 18:25:16.300000000
59898,2,1,"<p><p style=""line-height: normal;"">CPT code 81450, or 81451 Targeted Genomic Sequence Analysis Panel, hematolymphoid neoplasm or disorder, DNA analysis, and RNA analysis when performed, 5-50 genes, may be used as long as the panel contains, at a minimum, 5 or more gene tests for molecular biomarkers determined to meet Medicare coverage criteria as listed above.</p></p>",2024-09-23 12:27:59.260000000
59905,2,1,"",2024-08-21 16:34:53.180000000
59906,6,1,"<p>N/A</p>",2025-10-22 15:46:02.257000000
59907,2,1,"",2024-08-21 16:38:29.787000000
59908,6,1,"<p>N/A</p>",2025-09-17 18:40:35.987000000
59915,26,1,"<p><strong><span style=""line-height: 115%;"">Note: </span></strong><span style=""line-height: 115%;"">Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.<strong> </strong></span></p>",2025-12-22 14:05:49.777000000
59915,26,2,"",2025-12-22 14:05:49.803000000
59915,26,3,"",2025-12-22 14:05:49.913000000
59915,26,4,"",2025-12-22 14:05:49.957000000
59915,26,5,"",2025-12-22 14:05:49.983000000
59915,26,6,"",2025-12-22 14:05:50.007000000
59915,26,7,"",2025-12-22 14:05:50.023000000
59915,26,8,"",2025-12-22 14:05:50.030000000
59915,26,9,"",2025-12-22 14:05:50.037000000
59915,26,10,"",2025-12-22 14:05:50.043000000
59915,26,11,"",2025-12-22 14:05:50.077000000
59915,26,12,"",2025-12-22 14:05:50.097000000
59915,26,13,"",2025-12-22 14:05:50.103000000
59915,26,14,"",2025-12-22 14:05:50.130000000
59915,26,15,"",2025-12-22 14:05:50.137000000
59915,26,16,"",2025-12-22 14:05:50.147000000
59915,26,17,"<p><strong>Report code 81479, 0347U, 0348U, 0349U, 0350U, 0419U, or 0434U and gene test CYP2B6 in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.153000000
59915,26,18,"<p><strong>Report code 81479, 0347U, 0348U, 0349U, 0350U, or 0434U and gene test CYP4F2 in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.177000000
59915,26,19,"<p><strong>Report code 81479 and gene test CACNA1S in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.203000000
59915,26,20,"<p><strong>Report code 81479 and gene test BCHE in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.210000000
59915,26,21,"<p><strong>Report code 81479, 0347U, 0348U, 0349U, 0350U, or 0434U and gene test IFNL4 in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.220000000
59915,26,22,"<p><strong>Report code 81479 and gene test NAT2 in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.237000000
59915,26,23,"<p><strong>Report code 81479 and gene test Nonspecific (NAT) in the claim narrative/remarks.</strong></p>",2025-12-22 14:05:50.247000000
59915,26,24,"",2025-12-22 14:05:50.253000000
59915,26,25,"<p><strong>Consistent with the LCD, the following CPT codes are Non-Covered for pharmacogenomic testing:</strong></p>",2025-12-22 14:05:50.270000000
59918,3,1,"<p>N/A</p>",2024-09-30 15:06:18.770000000
59919,5,1,"<p>N/A</p>",2025-11-14 13:10:49.253000000
59933,9,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the HCPCS codes in their HCPCS book.</p>",2024-10-04 15:29:35.887000000
59933,9,2,"<p>N/A</p>",2024-10-04 15:29:35.900000000
59933,9,3,"<p>N/A</p>",2024-10-04 15:29:35.907000000
59933,9,4,"<p>N/A</p>",2024-10-04 15:29:35.910000000
59933,9,5,"<p>N/A</p>",2024-10-04 15:29:35.920000000
59938,2,1,"",2024-10-03 12:09:37.090000000
59939,5,1,"",2025-11-18 17:41:35.387000000
59940,5,1,"<p><strong>Note:</strong> Providers are reminded to refer to the long descriptors of the HCPCS codes in their HCPCS book.</p>",2024-10-04 15:30:23.050000000
59940,5,2,"<p>N/A</p>",2024-10-04 15:30:23.057000000
59940,5,3,"<p>N/A</p>",2024-10-04 15:30:23.063000000
59940,5,4,"<p>N/A</p>",2024-10-04 15:30:23.070000000
59940,5,5,"<p>N/A</p>",2024-10-04 15:30:23.077000000
59956,3,1,"<p>75580</p>",2025-01-31 15:29:26.370000000
59960,3,1,"<p><span style=""line-height: 115%;"">For CPT<sup>&reg;</sup> code 83880 there must be supportive documentation in the medical record to demonstrate the medical necessity of more frequent testing.</span></p>",2025-01-31 15:27:56.163000000
59970,2,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to subcutaneous immunotherapy (SCIT). Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-01-31 15:28:41.287000000
59971,3,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to SCIT. Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-09-05 14:00:09.303000000
59972,4,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to subcutaneous immunotherapy (SCIT). Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-02-07 16:23:55.910000000
59973,6,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to SCIT. Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-09-04 14:32:13.723000000
59975,2,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to subcutaneous immunotherapy (SCIT). Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-01-31 12:31:31.200000000
59976,4,1,"<p>Below are CPT/HCPCS codes related to SCIT. Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</p>",2025-10-27 12:06:19.823000000
59977,2,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to subcutaneous immunotherapy (SCIT). Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-01-31 12:32:04.390000000
59980,3,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to subcutaneous immunotherapy (SCIT). Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-01-31 12:20:35.860000000
59981,3,1,"<p><span style=""line-height: 115%;"">Below are CPT/HCPCS codes related to SCIT. Providers are reminded to refer to the long descriptors of the CPT<sup>&reg;</sup> codes in their CPT<sup>&reg;</sup> books.</span></p>",2025-09-03 10:53:52.207000000
60145,6,1,"",2025-07-09 12:21:59.620000000
60151,6,1,"<p>N/A</p>",2025-07-11 15:54:49.227000000
60154,6,1,"<p>N/A</p>",2025-07-11 15:55:34.817000000
60160,6,1,"",2025-07-10 11:35:33.713000000
60176,9,1,"<p>Below are CPT<sup>&#174;</sup>/HCPCS codes related to SRT.<strong> </strong>Providers are reminded to refer to the long descriptors of the CPT<sup>&#174;</sup> codes in their CPT<sup>&#174;</sup> books.</p>
<p><strong>Per CPT 2026 guidance SRT should not be reported in conjunction with megavoltage (MeV) (77402, 77407, 77412).</strong></p>
<p><strong> To bill electronic brachytherapy treatment delivery use CPT code 77437 (e.g., electronic brachytherapy). When billing 77437 for SRT treatment delivery services covered by the LCD providers must append the KX modifier. </strong></p>
<p><strong>For SRT treatment planning and simulation aided field setting use CPT code 77436.</strong></p>
<p>CPT 77436 is not typically repeated with each treatment except when clinically indicated and documentation supports additional simulation requirements. Do not report clinical treatment planning (77261, 77262, 77263), simulation (77280, 77285, 77290, 77295), basic dosimetry calculation (77300), special dosimetry (77331), treatment devices (77332, 77333, 77334), isodose planning (77306, 77307, 77316, 77317, 77318), or radiation treatment management (77427, 77431, 77432, 77435, 77469, 77470, 77499) in conjunction with 77436 and 77437.</p>
<p>Code 77336 can only be billed when medically necessary for treatment adjustments in support of the radiation oncologist or other health care qualified professional.</p>
<p>Code 77370 is to be used when the complexity of the treatment plan is great. It is not expected that code 77370 will be reported for SRT services.</p>
<p>Use of 77370 with SRT code 77437 may lead to medical review.</p>",2026-01-08 13:07:46.680000000
60176,9,2,"<p>The following CPT codes are considered not medically reasonable and necessary (non-covered).</p>
<p>Electronic brachytherapy is non-covered and must be billed without a KX modifier.</p>",2026-01-08 13:07:46.707000000
