article_id,article_version,related_num,r_article_id,r_article_version,r_lcd_id,r_lcd_version,r_contractor_id,last_updated
58412,5,1,58411,4,,,368,2020-08-21 21:11:46.200000000
58414,11,1,,,38807,6,331,2021-02-05 14:58:49.137000000
58416,2,1,57103,2,,,143,2020-08-19 18:04:23.393000000
58416,2,2,,,38430,2,143,2020-08-19 18:04:44.430000000
58416,2,3,57104,3,,,143,2020-08-24 17:06:33.423000000
58416,2,4,,,38431,3,143,2020-08-24 17:07:07.117000000
58417,4,1,,,37725,18,391,2020-10-01 19:21:35.307000000
58423,38,1,58584,4,,,331,2021-01-29 16:14:19.957000000
58423,38,2,,,38808,7,331,2021-01-29 16:14:53.037000000
58423,38,3,,,38809,5,331,2021-01-29 16:04:22.150000000
58423,46,1,60163,6,,,331,2025-09-19 13:04:25.330000000
58423,46,2,,,38809,5,331,2021-01-29 16:04:22.150000000
58423,46,3,,,40016,43,331,2025-09-19 13:03:38.280000000
58423,48,1,60163,6,,,331,2025-09-19 13:04:25.330000000
58423,48,2,,,38809,5,331,2021-01-29 16:04:22.150000000
58423,48,3,,,40016,43,331,2025-09-19 13:03:38.280000000
58426,5,1,,,38278,13,391,2020-09-28 20:10:00.427000000
58428,18,1,,,38812,6,331,2021-01-29 14:39:24.650000000
58428,24,1,,,38812,6,331,2021-01-29 14:39:24.650000000
58431,2,1,57109,2,,,143,2020-08-27 14:11:40.953000000
58431,2,2,,,38440,2,143,2020-08-27 14:11:58.723000000
58431,2,3,57110,3,,,143,2020-09-04 14:36:09.420000000
58431,2,4,,,38441,3,143,2020-09-04 14:36:28.857000000
58434,21,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,22,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,23,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,24,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,25,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,26,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,28,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,30,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58434,32,1,,,38822,3,228,2021-11-04 19:15:52.973000000
58436,9,1,,,38824,2,364,2021-02-05 17:25:52.867000000
58436,9,2,,,39096,4,360,2021-10-30 02:53:00.863000000
58436,11,1,,,38824,2,364,2021-02-05 17:25:52.867000000
58436,11,2,,,39096,4,360,2021-10-30 02:53:00.863000000
58436,13,1,,,38824,2,364,2021-02-05 17:25:52.867000000
58436,13,2,,,39096,4,360,2021-10-30 02:53:00.863000000
58438,8,1,,,38826,2,345,2021-02-05 17:28:00.090000000
58438,8,2,,,39097,4,345,2021-10-30 02:54:11.157000000
58438,10,1,,,38826,2,345,2021-02-05 17:28:00.090000000
58438,10,2,,,39097,4,345,2021-10-30 02:54:11.157000000
58438,11,1,,,38826,2,345,2021-02-05 17:28:00.090000000
58438,11,2,,,39097,4,345,2021-10-30 02:54:11.157000000
58450,4,1,,,38432,2,143,2020-09-04 19:13:24.430000000
58450,4,2,,,38433,3,143,2020-09-16 17:30:40.640000000
58451,3,1,,,38549,6,391,2020-11-06 15:09:50.600000000
58454,24,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,26,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,28,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,30,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,33,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,37,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,40,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58454,42,1,,,38814,3,364,2021-11-13 02:03:25.473000000
58456,22,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,24,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,26,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,28,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,30,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,33,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,36,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,39,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58456,41,1,,,38816,3,345,2021-11-13 02:42:51.577000000
58462,5,1,,,38201,11,238,2021-03-04 15:08:40.317000000
58468,21,1,58930,2,,,143,2021-11-05 14:06:06.240000000
58468,21,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,21,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58468,23,1,58930,2,,,143,2021-11-05 14:06:06.240000000
58468,23,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,23,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58468,25,1,58930,2,,,143,2021-11-05 14:06:06.240000000
58468,25,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,25,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58468,27,1,58930,2,,,143,2021-11-05 14:06:06.240000000
58468,27,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,27,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58468,29,1,58930,2,,,143,2021-11-05 14:06:06.240000000
58468,29,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,29,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58468,32,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,32,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58468,34,2,,,38834,2,143,2021-10-27 13:40:44.593000000
58468,34,3,,,38835,2,143,2021-11-04 18:22:31.417000000
58471,10,1,56902,21,,,143,2021-02-02 19:59:05.343000000
58471,10,2,58624,2,,,143,2021-02-02 20:10:45.773000000
58471,10,3,59002,1,,,143,2022-01-11 14:25:53.527000000
58471,10,4,,,35490,59,143,2021-02-02 19:46:01.900000000
58471,10,5,,,38837,2,143,2021-02-02 19:00:08.820000000
58471,10,6,,,39246,1,143,2022-01-11 13:53:38.250000000
58473,8,1,56902,22,,,143,2021-02-24 15:48:27.367000000
58473,8,2,59002,1,,,143,2022-01-11 14:25:53.527000000
58473,8,3,59161,1,,,143,2022-06-22 13:30:11.383000000
58473,8,4,,,35490,60,143,2021-02-24 15:48:31.840000000
58473,8,5,,,38839,2,143,2021-03-02 14:33:27.463000000
58473,8,6,,,39243,1,143,2022-01-11 13:06:30.720000000
58473,8,7,,,39246,1,143,2022-01-11 13:53:38.250000000
58473,10,1,56902,22,,,143,2021-02-24 15:48:27.367000000
58473,10,2,59002,1,,,143,2022-01-11 14:25:53.527000000
58473,10,3,59161,1,,,143,2022-06-22 13:30:11.383000000
58473,10,4,,,35490,60,143,2021-02-24 15:48:31.840000000
58473,10,5,,,38839,2,143,2021-03-02 14:33:27.463000000
58473,10,6,,,39243,1,143,2022-01-11 13:06:30.720000000
58473,10,7,,,39246,1,143,2022-01-11 13:53:38.250000000
58477,19,1,57553,5,,,143,2021-03-02 16:17:39.260000000
58477,19,2,59799,1,,,143,2024-05-13 12:32:04.817000000
58477,19,3,,,35996,16,143,2021-03-02 16:06:01.450000000
58477,19,4,,,38840,2,143,2021-02-24 15:58:13.473000000
58477,19,5,,,38841,3,143,2021-05-10 19:00:28.153000000
58477,19,6,,,39795,1,143,2024-01-24 15:19:38.237000000
58480,3,1,,,38016,11,228,2020-10-26 13:46:28.957000000
58503,12,1,,,38786,3,391,2020-12-18 13:29:05.727000000
58505,4,1,,,38331,9,364,2020-10-16 21:07:23.637000000
58505,4,2,,,38330,4,364,2020-10-16 21:19:56.103000000
58506,4,1,,,38333,8,345,2020-10-16 21:08:18.567000000
58506,4,2,,,38332,3,345,2020-10-16 21:21:52.660000000
58507,6,1,,,38361,5,364,2020-10-15 16:14:37.250000000
58507,6,2,,,37750,16,364,2020-10-15 16:14:59.147000000
58508,5,1,,,38363,5,345,2020-10-15 16:43:24.420000000
58509,4,1,,,38339,9,364,2020-10-16 21:11:57.187000000
58509,4,2,,,38338,6,364,2020-10-16 21:24:51.603000000
58511,4,1,,,38341,7,345,2020-10-16 21:12:56.547000000
58511,4,2,,,38340,6,345,2020-10-16 21:27:58.077000000
58512,3,1,,,34553,29,391,2020-11-06 15:33:47.360000000
58514,2,1,,,38448,3,143,2020-09-25 13:13:02.643000000
58514,2,2,,,38018,9,143,2020-09-28 16:48:52.177000000
58520,3,1,58223,4,,,364,2020-10-22 19:04:24.533000000
58520,3,2,,,38709,4,364,2020-10-22 19:04:30.320000000
58521,4,1,58225,4,,,345,2020-10-22 19:05:01.593000000
58521,4,2,,,38700,4,345,2020-10-22 19:05:07.297000000
58521,4,3,,,38709,5,357,2025-09-16 12:31:10.553000000
58522,5,1,58227,3,,,364,2020-11-06 16:23:25.590000000
58522,5,2,,,38705,2,364,2020-11-06 16:20:40.160000000
58523,4,1,58229,3,,,345,2020-11-06 16:24:01.697000000
58523,4,2,,,38707,3,345,2020-11-06 16:21:18.817000000
58530,4,1,58250,4,,,368,2020-11-06 12:12:20.933000000
58530,4,2,,,38720,5,368,2020-11-06 11:55:45.547000000
58531,4,1,56644,13,,,368,2020-11-06 13:33:00.500000000
58531,4,2,,,38231,16,368,2020-11-06 13:07:23.437000000
58534,3,1,,,34228,50,364,2020-11-18 23:23:22.680000000
58535,3,1,,,34106,42,345,2020-11-18 23:24:53.073000000
58535,3,2,,,34228,53,356,2025-11-11 12:51:09.897000000
58537,4,1,58264,3,,,368,2020-11-06 12:15:56.763000000
58537,4,2,,,38726,6,368,2020-11-06 12:01:26.557000000
58537,5,1,58264,3,,,368,2020-11-06 12:15:56.763000000
58537,5,2,,,38726,6,368,2020-11-06 12:01:26.557000000
58539,3,1,58208,2,,,143,2020-10-29 14:50:50.453000000
58539,3,2,58209,3,,,143,2020-11-03 19:58:50.790000000
58539,3,3,,,38681,2,143,2020-10-29 14:51:04.370000000
58539,3,4,,,38682,2,143,2020-11-03 19:46:42.317000000
58539,3,5,,,39612,1,143,2023-05-16 11:38:47.963000000
58546,4,1,,,37421,16,297,2021-02-19 18:43:53.853000000
58547,3,1,,,38745,3,391,2020-12-15 15:26:08.113000000
58548,3,1,,,38792,3,391,2020-12-15 15:27:53.573000000
58549,3,1,,,38786,3,391,2020-12-18 13:29:05.727000000
58551,2,1,,,38769,2,391,2020-12-18 13:28:10.767000000
58557,2,1,,,38775,2,391,2020-12-21 16:21:05.523000000
58561,2,1,,,38747,2,391,2021-01-05 17:52:37.593000000
58562,3,1,,,36029,30,228,2021-01-15 15:07:45.027000000
58563,3,1,,,37790,12,228,2021-01-15 14:51:02.327000000
58565,35,1,,,38901,11,364,2021-10-07 14:44:37.503000000
58565,35,2,,,38902,7,364,2021-10-07 22:09:51.713000000
58565,35,3,58903,6,,,364,2021-10-07 22:26:37.830000000
58565,37,1,58903,6,,,364,2021-10-07 22:26:37.830000000
58565,37,2,,,38901,11,364,2021-10-07 14:44:37.503000000
58565,37,3,,,38902,7,364,2021-10-07 22:09:51.713000000
58565,41,1,58903,6,,,364,2021-10-07 22:26:37.830000000
58565,41,2,,,38901,11,364,2021-10-07 14:44:37.503000000
58565,41,3,,,38902,7,364,2021-10-07 22:09:51.713000000
58565,43,1,58903,6,,,364,2021-10-07 22:26:37.830000000
58565,43,2,,,38901,11,364,2021-10-07 14:44:37.503000000
58565,43,3,,,38902,7,364,2021-10-07 22:09:51.713000000
58567,28,1,,,38903,5,345,2021-10-07 14:45:38.480000000
58567,28,2,,,38904,7,345,2021-10-07 22:13:33.583000000
58567,28,3,58904,6,,,345,2021-10-07 22:29:37.347000000
58567,29,1,,,38903,5,345,2021-10-07 14:45:38.480000000
58567,29,2,,,38904,7,345,2021-10-07 22:13:33.583000000
58567,29,3,58904,6,,,345,2021-10-07 22:29:37.347000000
58568,2,1,56395,10,,,143,2020-12-22 18:44:15.363000000
58568,2,2,58466,3,,,143,2020-12-16 16:02:47.857000000
58568,2,3,,,34659,25,143,2020-12-22 18:51:18.360000000
58568,2,4,,,38833,3,143,2020-12-16 16:03:05.160000000
58573,10,1,58772,4,,,368,2021-05-21 12:15:54.830000000
58573,10,2,,,38914,7,368,2021-05-21 12:13:00.353000000
58575,32,1,58769,7,,,335,2021-05-21 12:43:18.567000000
58575,32,2,,,38916,7,335,2021-05-21 12:29:51.003000000
58575,35,1,58769,7,,,335,2021-05-21 12:43:18.567000000
58575,35,2,,,38916,7,335,2021-05-21 12:29:51.003000000
58575,38,1,58769,7,,,335,2021-05-21 12:43:18.567000000
58575,38,2,,,38916,7,335,2021-05-21 12:29:51.003000000
58577,28,1,58770,5,,,370,2021-05-21 12:42:35.237000000
58577,28,2,,,38918,7,370,2021-05-21 12:28:19.600000000
58577,31,1,58770,5,,,370,2021-05-21 12:42:35.237000000
58577,31,2,,,38918,7,370,2021-05-21 12:28:19.600000000
58577,33,1,58770,5,,,370,2021-05-21 12:42:35.237000000
58577,33,2,,,38918,7,370,2021-05-21 12:28:19.600000000
58582,14,1,,,38920,6,228,2021-06-17 11:28:58.093000000
58582,15,1,,,38920,6,228,2021-06-17 11:28:58.093000000
58582,17,1,,,38920,6,228,2021-06-17 11:28:58.093000000
58587,5,1,57025,9,,,368,2021-01-29 16:12:05.010000000
58587,5,2,,,34028,15,368,2021-01-29 16:00:33.523000000
58587,5,3,,,38829,8,368,2021-01-29 16:13:26.760000000
58592,6,1,58765,5,,,368,2021-05-24 12:57:39.833000000
58592,6,2,,,38926,16,368,2021-05-21 18:38:19.520000000
58592,9,1,58765,5,,,368,2021-05-24 12:57:39.833000000
58592,9,2,,,38926,16,368,2021-05-21 18:38:19.520000000
58592,12,1,58765,5,,,368,2021-05-24 12:57:39.833000000
58592,12,2,,,38926,16,368,2021-05-21 18:38:19.520000000
58592,14,1,58765,5,,,368,2021-05-24 12:57:39.833000000
58592,14,2,,,38926,16,368,2021-05-21 18:38:19.520000000
58592,19,1,58765,5,,,368,2021-05-24 12:57:39.833000000
58592,19,2,,,38926,16,368,2021-05-21 18:38:19.520000000
58596,2,1,,,38824,2,364,2021-02-05 17:25:52.867000000
58598,2,1,,,38826,2,345,2021-02-05 17:28:00.090000000
58607,6,1,,,38765,7,391,2021-03-04 13:43:01.547000000
58609,3,1,,,38937,2,297,2021-06-04 11:15:08.300000000
58609,6,1,,,38937,2,297,2021-06-04 11:15:08.300000000
58613,4,1,,,38773,12,228,2021-03-10 15:04:32.407000000
58614,3,1,,,35080,50,297,2021-02-19 18:27:10.710000000
58618,3,1,,,38755,4,391,2021-02-15 14:07:53.750000000
58622,2,1,,,38743,2,391,2021-02-23 14:39:35.550000000
58624,2,1,58471,3,,,143,2021-02-02 20:11:21.573000000
58624,2,2,,,38837,2,143,2021-02-02 19:00:08.820000000
58628,5,1,,,35074,31,297,2021-02-19 18:11:17.407000000
58629,2,1,56875,9,,,391,2021-03-10 17:56:17.923000000
58629,2,2,,,37794,14,391,2021-03-10 15:01:42.197000000
58634,5,1,58094,3,,,364,2021-03-09 14:33:00.653000000
58634,5,2,58095,3,,,364,2021-03-09 14:32:22.060000000
58634,5,3,,,38612,5,360,2021-03-07 19:45:15.880000000
58634,5,4,,,38613,5,364,2021-03-04 22:49:18.877000000
58635,4,1,58096,3,,,345,2021-03-09 14:34:50.143000000
58635,4,2,58097,3,,,345,2021-03-09 14:17:23.800000000
58635,4,3,,,38614,5,345,2021-03-09 14:34:34.703000000
58635,4,4,,,38615,4,345,2021-03-04 22:46:55.327000000
58639,9,1,58402,4,,,364,2021-03-09 20:27:42.800000000
58639,9,2,58403,6,,,364,2021-03-09 14:11:02.100000000
58639,9,3,,,38800,8,364,2021-03-09 20:28:00.587000000
58639,9,4,,,38801,4,360,2021-03-05 16:27:31.787000000
58640,5,1,58405,4,,,345,2021-03-09 18:32:54.730000000
58640,5,2,,,38802,6,345,2021-03-09 14:14:46.907000000
58640,5,3,,,38803,3,345,2021-03-05 16:31:32.977000000
58640,5,4,58404,5,,,345,2021-03-09 20:28:52.190000000
58647,3,1,,,37832,13,228,2021-03-10 15:51:00.560000000
58652,22,1,,,38966,2,391,2022-05-13 13:06:36.803000000
58652,25,1,,,38966,2,391,2022-05-13 13:06:36.803000000
58652,27,1,,,38966,2,391,2022-05-13 13:06:36.803000000
58656,8,1,,,38968,3,297,2021-10-06 10:54:35.960000000
58657,4,2,,,38396,17,368,2021-03-05 13:44:19.510000000
58658,7,1,,,35936,36,297,2021-03-05 20:30:07.043000000
58664,9,1,,,38970,3,391,2021-10-11 13:47:30.523000000
58669,4,1,57773,10,,,364,2021-03-16 17:11:08.547000000
58669,4,2,,,37822,13,364,2021-03-16 16:42:18.230000000
58670,4,1,57774,8,,,345,2021-03-16 17:11:57.730000000
58670,4,2,,,37824,13,345,2021-03-16 16:43:02.850000000
58671,2,1,58472,2,,,143,2021-02-24 14:37:03.287000000
58671,2,2,,,38838,2,143,2021-02-24 14:37:18.507000000
58671,2,3,,,38839,2,143,2021-03-02 14:33:27.463000000
58671,2,4,,,39243,1,143,2022-01-11 13:06:30.720000000
58672,2,1,58476,2,,,143,2021-02-24 15:29:30.997000000
58672,2,2,,,38840,2,143,2021-02-24 15:29:42.300000000
58672,2,3,,,38841,2,143,2021-03-02 15:21:52.840000000
58675,4,1,58019,6,,,391,2021-04-15 21:11:27.333000000
58675,4,2,,,38568,4,391,2021-04-15 12:49:06.733000000
58676,2,1,56335,5,,,143,2021-03-02 17:07:31.787000000
58676,2,2,,,37913,11,143,2021-11-24 15:21:55.813000000
58679,26,1,,,38972,6,364,2022-06-16 18:10:02.090000000
58679,28,1,,,38972,6,364,2022-06-16 18:10:02.090000000
58679,31,1,,,38972,6,364,2022-06-16 18:10:02.090000000
58681,24,1,,,38974,6,345,2022-06-16 18:10:34.833000000
58681,26,1,,,38974,6,345,2022-06-16 18:10:34.833000000
58681,28,1,,,38974,6,345,2022-06-16 18:10:34.833000000
58685,4,1,,,35130,65,331,2021-05-21 12:49:42.223000000
58686,3,1,,,34976,33,368,2021-05-21 12:48:40.273000000
58687,3,1,,,38582,2,228,2021-04-16 12:56:23.523000000
58693,3,1,,,37733,9,297,2021-06-02 18:48:47.387000000
58695,9,1,,,38994,6,391,2021-10-13 12:41:46.680000000
58695,11,1,,,38994,6,391,2021-10-13 12:41:46.680000000
58696,2,1,,,37264,20,391,2021-05-13 20:41:48.670000000
58700,14,1,,,38985,7,391,2022-05-13 13:17:34.707000000
58703,2,1,58206,2,,,143,2021-04-06 15:31:56.623000000
58703,2,2,58207,3,,,143,2021-04-13 12:55:38.347000000
58703,2,3,,,38679,2,143,2021-04-06 15:32:15.650000000
58703,2,4,,,38680,2,143,2021-04-13 12:50:36.350000000
58703,2,5,,,39714,1,143,2023-09-13 13:18:30.597000000
58706,12,1,,,38992,8,238,2021-12-07 23:41:23.050000000
58708,3,1,,,37356,11,228,2021-05-13 20:19:12.180000000
58710,69,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58710,71,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58710,73,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58710,76,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58710,81,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58710,83,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58710,85,1,,,38988,4,391,2022-02-03 14:42:39.033000000
58713,10,1,,,38997,2,228,2022-05-26 14:29:20.857000000
58718,13,1,,,39005,3,364,2022-06-23 18:21:29.643000000
58718,14,1,,,39005,3,364,2022-06-23 18:21:29.643000000
58720,61,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,63,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,65,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,68,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,71,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,73,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,75,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,77,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,80,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58720,82,1,,,39001,3,364,2022-02-21 22:16:12.277000000
58724,13,1,,,39007,4,345,2022-06-23 18:22:37.230000000
58724,14,1,,,39007,4,345,2022-06-23 18:22:37.230000000
58726,59,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,61,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,63,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,66,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,69,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,71,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,73,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,75,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,78,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58726,80,1,,,39003,3,345,2022-02-21 22:16:44.700000000
58727,3,1,,,38920,6,228,2021-06-17 11:28:58.093000000
58728,6,1,,,38566,3,391,2021-06-02 11:47:57.533000000
58729,2,1,,,38576,4,391,2021-05-26 12:35:30.713000000
58731,14,1,,,39015,8,238,2021-10-14 20:54:52.850000000
58731,16,1,,,39015,8,238,2021-10-14 20:54:52.850000000
58734,16,1,,,39017,4,228,2022-06-27 19:59:58.270000000
58734,18,1,,,39017,4,228,2022-06-27 19:59:58.270000000
58735,3,1,,,38586,2,228,2021-05-26 13:10:17.260000000
58737,10,1,,,39023,17,238,2021-11-12 22:42:25.840000000
58739,11,1,,,39025,2,391,2022-05-26 15:13:59.970000000
58739,12,1,,,39025,2,391,2022-05-26 15:13:59.970000000
58741,11,1,,,39027,4,299,2021-10-08 18:31:33.560000000
58741,12,1,,,39027,4,299,2021-10-08 18:31:33.560000000
58741,15,1,,,39027,4,299,2021-10-08 18:31:33.560000000
58741,17,1,,,39027,4,299,2021-10-08 18:31:33.560000000
58743,5,1,,,38584,3,228,2021-06-01 17:35:22.267000000
58745,18,1,,,39036,7,297,2021-10-15 16:14:19.920000000
58745,20,1,,,39036,7,297,2021-10-15 16:14:19.920000000
58747,49,1,,,39038,2,228,2022-02-23 15:28:53.970000000
58747,50,1,,,39038,2,228,2022-02-23 15:28:53.970000000
58747,52,1,,,39038,2,228,2022-02-23 15:28:53.970000000
58747,54,1,,,39038,2,228,2022-02-23 15:28:53.970000000
58747,56,1,,,39038,2,228,2022-02-23 15:28:53.970000000
58748,3,1,,,38647,5,364,2021-06-03 15:51:22.540000000
58749,4,1,,,38649,6,345,2021-06-03 16:55:02.310000000
58751,6,1,,,33261,39,368,2021-05-21 14:17:41.290000000
58751,6,3,57531,22,,,368,2021-05-24 12:50:19.293000000
58752,2,1,,,37663,13,143,2021-05-10 13:46:56.137000000
58752,2,2,,,38675,3,143,2021-05-10 13:39:02.157000000
58756,20,1,58755,2,,,143,2022-05-03 17:25:58.953000000
58756,20,2,59116,1,,,143,2022-05-10 11:59:37.667000000
58756,20,3,,,39039,2,143,2022-05-03 17:26:09.153000000
58756,20,4,,,39040,2,143,2022-05-10 12:21:23.423000000
58756,22,1,58755,2,,,143,2022-05-03 17:25:58.953000000
58756,22,4,,,39040,2,143,2022-05-10 12:21:23.423000000
58756,24,1,58755,2,,,143,2022-05-03 17:25:58.953000000
58756,24,4,,,39040,2,143,2022-05-10 12:21:23.423000000
58759,9,2,,,39042,2,143,2022-05-10 15:43:14.287000000
58759,11,2,,,39042,2,143,2022-05-10 15:43:14.287000000
58761,50,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,50,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,50,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58761,52,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,52,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,52,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58761,55,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,55,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,55,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58761,57,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,57,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,57,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58761,60,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,60,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,60,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58761,62,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,62,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,62,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58761,64,1,58760,2,,,143,2022-02-08 16:58:20.717000000
58761,64,2,,,39043,2,143,2022-02-08 16:58:33.817000000
58761,64,3,,,39044,2,143,2022-02-23 14:49:06.383000000
58765,5,2,,,38926,16,368,2021-05-21 18:38:19.520000000
58765,5,3,58592,6,,,368,2021-05-24 12:57:29.763000000
58769,7,1,58575,6,,,335,2021-05-21 12:43:25.450000000
58769,7,2,,,38916,7,335,2021-05-21 12:29:51.003000000
58770,5,1,58577,3,,,370,2021-05-21 12:42:52.487000000
58770,5,2,,,38918,7,370,2021-05-21 12:28:19.600000000
58772,4,1,58573,4,,,368,2021-05-21 12:16:47.580000000
58772,4,2,,,38914,7,368,2021-05-21 12:13:00.353000000
58774,14,1,,,39051,3,143,2021-09-22 13:33:43.247000000
58774,14,2,,,39914,1,143,2024-05-22 13:50:26.860000000
58774,16,1,,,39051,3,143,2021-09-22 13:33:43.247000000
58774,16,2,,,39914,1,143,2024-05-22 13:50:26.860000000
58774,19,1,,,39051,3,143,2021-09-22 13:33:43.247000000
58774,19,2,,,39914,1,143,2024-05-22 13:50:26.860000000
58774,22,1,,,39051,3,143,2021-09-22 13:33:43.247000000
58774,22,2,,,39914,1,143,2024-05-22 13:50:26.860000000
58777,11,1,,,39054,2,143,2021-10-12 13:51:12.997000000
58778,3,1,,,38629,2,364,2021-05-13 21:06:17.237000000
58780,3,1,,,38671,3,345,2021-05-13 21:08:33.357000000
58781,3,1,,,38643,2,364,2021-05-13 19:39:54.580000000
58782,3,1,,,38645,2,345,2021-05-13 19:44:23.097000000
58783,4,1,57607,9,,,364,2021-05-19 20:49:41.987000000
58783,4,2,,,37295,20,360,2021-05-19 17:35:39.850000000
58783,4,3,,,38631,4,364,2021-05-19 13:12:39.780000000
58786,4,1,57608,10,,,345,2021-05-19 20:51:32.113000000
58786,4,2,,,37311,19,345,2021-05-19 20:11:14.583000000
58786,4,3,,,38633,3,345,2021-05-19 12:44:44.260000000
58788,7,1,,,39058,7,364,2021-12-05 02:52:41.683000000
58788,11,1,,,39058,7,364,2021-12-05 02:52:41.683000000
58788,14,1,,,39058,7,364,2021-12-05 02:52:41.683000000
58788,16,1,,,39058,7,364,2021-12-05 02:52:41.683000000
58790,7,1,,,39060,6,345,2021-12-05 02:54:02.703000000
58790,10,1,,,39060,6,345,2021-12-05 02:54:02.703000000
58790,13,1,,,39060,6,345,2021-12-05 02:54:02.703000000
58790,14,1,,,39060,6,345,2021-12-05 02:54:02.703000000
58791,2,1,,,38683,2,143,2021-05-18 16:45:18.603000000
58791,2,2,,,38684,2,143,2021-05-25 13:42:28.017000000
58792,2,1,,,38677,2,143,2021-05-18 18:45:18.447000000
58792,2,2,,,38678,2,143,2021-06-03 15:37:19.070000000
58795,15,1,58955,3,,,331,2021-12-10 18:07:40.280000000
58795,15,2,,,39082,4,331,2021-12-10 18:01:27.513000000
58797,15,1,58956,4,,,368,2021-12-10 18:08:35.070000000
58797,15,2,,,39084,3,368,2021-12-10 18:03:34.477000000
58801,73,1,52986,183,,,331,2021-12-03 13:49:56.870000000
